crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
Sugarcane,Black,Flowering,Zaid,South,37.98,20.1,90.1,361.14,14.08,88.21,Drip,Reservoir,Yes,69.55,Low,synthetic_extension
Sugarcane,Alluvial,Harvest,Kharif,East,41.72,20.65,68.37,2126.06,3.21,57.59,Rainfed,Reservoir,No,20.36,Low,synthetic_extension
Sugarcane,Clay,Flowering,Rabi,South,42.04,38.03,73.85,1171.16,12.1,117.59,Drip,River,Yes,92.38,Low,synthetic_extension
Other,Sandy,Harvest,Zaid,West,20.06,12.4,91.3,2087.26,0.53,20.1,Rainfed,River,Yes,8.48,Low,synthetic_extension
Vegetables,Peaty,Vegetative,Kharif,South,59.05,15.17,31.23,1533.07,9.92,5.16,Rainfed,Reservoir,Yes,0.0,Low,synthetic_extension
Coconut,Clay,Flowering,Kharif,South,52.15,39.73,27.68,1849.77,5.57,61.23,Drip,Reservoir,Yes,48.38,Medium,synthetic_extension
Coconut,Clay,Vegetative,Kharif,East,49.03,30.63,39.26,796.19,4.15,110.59,Sprinkler,Rainwater,Yes,61.31,Low,synthetic_extension
Other,Peaty,Harvest,Rabi,Central,61.49,38.63,80.04,605.7,13.11,110.49,Rainfed,Groundwater,Yes,38.53,Low,synthetic_extension
Rice,Sandy,Sowing,Zaid,North,13.46,32.71,46.46,982.39,8.36,76.2,Drip,Groundwater,No,61.82,Medium,synthetic_extension
Coconut,Sandy,Sowing,Rabi,West,24.54,30.92,78.65,1930.86,7.78,38.71,Drip,Rainwater,No,25.78,Medium,synthetic_extension
Rice,Red,Sowing,Zaid,East,24.92,16.97,51.91,1302.48,13.36,99.98,Sprinkler,River,No,70.72,Medium,synthetic_extension
Maize,Loamy,Vegetative,Zaid,West,40.47,14.74,57.7,171.28,8.34,111.82,Rainfed,Groundwater,No,91.85,Medium,synthetic_extension
Groundnut,Clay,Vegetative,Rabi,Central,51.47,21.69,38.53,998.45,2.84,16.89,Canal,Rainwater,No,4.1,Low,synthetic_extension
Cotton,Clay,Sowing,Zaid,South,33.09,29.71,46.22,1361.72,7.71,11.04,Drip,River,No,1.99,Low,synthetic_extension
Wheat,Clay,Sowing,Zaid,Central,38.41,40.03,48.23,372.41,5.16,37.67,Sprinkler,Rainwater,Yes,20.31,Low,synthetic_extension
Wheat,Loamy,Flowering,Zaid,West,41.72,39.8,65.19,612.61,3.51,41.16,Rainfed,Groundwater,Yes,28.27,Low,synthetic_extension
Coconut,Alluvial,Sowing,Kharif,West,43.44,22.59,83.45,545.65,1.17,42.08,Rainfed,Groundwater,Yes,19.19,Low,synthetic_extension
Sugarcane,Sandy,Harvest,Kharif,South,20.85,38.97,65.21,1246.61,6.0,47.25,Canal,Reservoir,Yes,23.69,Low,synthetic_extension
Sugarcane,Clay,Flowering,Kharif,South,42.06,14.86,39.55,1694.35,13.39,39.86,Canal,Groundwater,Yes,26.39,Low,synthetic_extension
Other,Clay,Sowing,Rabi,West,36.28,27.75,86.97,1249.98,3.57,49.09,Drip,Reservoir,No,28.07,Low,synthetic_extension
Wheat,Black,Harvest,Rabi,Central,45.5,37.82,83.77,1328.68,12.12,12.39,Drip,Rainwater,No,5.46,Low,synthetic_extension
Other,Peaty,Harvest,Rabi,West,52.95,40.55,71.29,1390.15,8.72,15.7,Sprinkler,Groundwater,Yes,1.68,Low,synthetic_extension
Other,Silty,Harvest,Zaid,North,42.71,27.34,62.21,2238.43,7.09,119.85,Rainfed,Reservoir,Yes,43.98,Low,synthetic_extension
Groundnut,Clay,Sowing,Zaid,Central,44.18,19.41,64.71,1698.51,9.85,45.9,Drip,Groundwater,Yes,19.71,Low,synthetic_extension
Wheat,Sandy,Sowing,Rabi,South,14.67,14.39,32.78,856.88,7.4,21.74,Canal,Rainwater,No,12.7,Medium,synthetic_extension
Wheat,Black,Flowering,Zaid,East,44.97,35.65,42.78,372.08,14.67,51.14,Drip,Reservoir,Yes,42.31,Low,synthetic_extension
Sugarcane,Loamy,Harvest,Zaid,Central,43.67,23.06,51.6,1587.67,14.02,63.27,Rainfed,River,No,23.08,Low,synthetic_extension
Groundnut,Chalky,Harvest,Zaid,North,17.36,15.39,54.55,2028.06,5.65,84.18,Rainfed,Reservoir,No,41.5,Medium,synthetic_extension
Wheat,Alluvial,Vegetative,Kharif,South,29.58,13.38,53.97,1447.37,7.21,78.88,Sprinkler,Groundwater,No,45.93,Low,synthetic_extension
Maize,Silty,Vegetative,Rabi,North,35.0,31.53,80.96,787.79,1.79,30.29,Canal,River,Yes,20.54,Low,synthetic_extension
Wheat,Chalky,Flowering,Rabi,West,15.59,12.27,65.99,937.6,8.58,54.68,Rainfed,Reservoir,No,44.01,Medium,synthetic_extension
Maize,Sandy,Vegetative,Kharif,Central,13.28,36.54,76.26,1661.24,0.72,116.89,Sprinkler,Reservoir,No,118.91,Medium,synthetic_extension
Rice,Loamy,Harvest,Rabi,East,39.73,23.14,92.72,579.3,5.62,23.58,Sprinkler,Reservoir,No,12.25,Low,synthetic_extension
Vegetables,Chalky,Sowing,Kharif,West,13.22,26.57,73.84,2326.49,8.84,117.53,Rainfed,Reservoir,Yes,80.04,Low,synthetic_extension
Rice,Chalky,Flowering,Rabi,East,15.91,33.24,46.38,892.17,13.64,86.62,Drip,Reservoir,Yes,101.66,Medium,synthetic_extension
Wheat,Sandy,Vegetative,Kharif,West,15.5,17.34,80.32,1799.34,9.57,34.13,Sprinkler,Rainwater,No,25.27,Medium,synthetic_extension
Wheat,Red,Flowering,Zaid,Central,22.0,33.11,41.97,1409.24,7.51,69.45,Drip,River,Yes,82.51,Medium,synthetic_extension
Coconut,Loamy,Flowering,Kharif,East,36.34,21.1,57.95,2011.85,7.87,14.99,Canal,Groundwater,Yes,8.69,Low,synthetic_extension
Rice,Red,Vegetative,Kharif,South,25.25,34.3,72.5,1120.19,12.92,110.46,Drip,River,No,97.56,Medium,synthetic_extension
Cotton,Alluvial,Sowing,Kharif,East,27.86,13.92,65.77,2481.48,5.29,24.86,Canal,Reservoir,Yes,12.53,Low,synthetic_extension
Groundnut,Alluvial,Flowering,Rabi,Central,30.77,19.94,87.96,2379.39,2.57,39.94,Canal,Groundwater,Yes,23.39,Low,synthetic_extension
Maize,Red,Sowing,Kharif,North,26.59,19.69,80.56,1628.06,13.65,49.72,Sprinkler,Rainwater,No,21.27,Low,synthetic_extension
Vegetables,Alluvial,Harvest,Kharif,North,43.15,37.98,45.08,805.61,11.55,24.12,Drip,River,No,10.07,Low,synthetic_extension
Coconut,Black,Flowering,Rabi,Central,35.89,41.37,51.59,650.84,14.18,20.98,Rainfed,Reservoir,No,25.02,Medium,synthetic_extension
Cotton,Peaty,Harvest,Rabi,South,46.47,15.85,81.01,1816.62,7.59,50.85,Canal,River,No,17.11,Low,synthetic_extension
Coconut,Loamy,Harvest,Rabi,Central,43.68,34.61,31.58,528.16,11.19,37.84,Drip,Rainwater,No,13.03,Low,synthetic_extension
Sugarcane,Black,Flowering,Kharif,North,37.96,12.94,72.91,1533.97,6.03,32.09,Drip,Reservoir,Yes,19.88,Low,synthetic_extension
Other,Silty,Harvest,Rabi,South,44.59,39.25,76.73,2349.35,5.21,73.24,Sprinkler,Groundwater,No,32.04,Low,synthetic_extension
Maize,Black,Harvest,Zaid,West,51.56,39.99,67.97,195.28,13.29,32.56,Rainfed,Reservoir,No,22.76,Medium,synthetic_extension
Vegetables,Loamy,Vegetative,Kharif,Central,27.41,23.53,66.32,1729.23,12.66,79.74,Sprinkler,Rainwater,No,54.83,Medium,synthetic_extension
Coconut,Sandy,Sowing,Kharif,South,9.74,28.89,35.81,2011.82,0.68,86.34,Drip,Groundwater,Yes,64.28,Low,synthetic_extension
Coconut,Chalky,Sowing,Zaid,East,21.73,40.35,70.7,2066.02,0.53,118.72,Sprinkler,Rainwater,Yes,97.01,Low,synthetic_extension
Coconut,Clay,Vegetative,Kharif,North,36.37,41.31,88.11,1930.86,12.83,15.84,Drip,Rainwater,Yes,17.09,Medium,synthetic_extension
Maize,Red,Sowing,Zaid,West,23.08,24.94,93.93,123.87,12.45,29.53,Canal,Reservoir,No,33.19,Medium,synthetic_extension
Rice,Red,Vegetative,Kharif,East,18.54,30.4,52.95,1598.69,7.67,8.68,Rainfed,Reservoir,No,3.86,Medium,synthetic_extension
Maize,Black,Vegetative,Rabi,North,47.01,15.98,89.78,2457.22,5.32,23.93,Drip,Groundwater,Yes,11.26,Low,synthetic_extension
Wheat,Clay,Vegetative,Kharif,Central,51.0,16.5,60.73,1295.45,4.6,13.45,Drip,Reservoir,Yes,2.4,Low,synthetic_extension
Other,Clay,Sowing,Kharif,North,46.42,38.79,36.05,1887.67,7.71,100.55,Sprinkler,River,Yes,54.68,Low,synthetic_extension
Sugarcane,Sandy,Sowing,Rabi,South,8.79,30.74,77.4,385.37,14.65,7.07,Rainfed,River,Yes,2.84,Medium,synthetic_extension
Sugarcane,Clay,Harvest,Zaid,Central,44.88,20.8,77.09,153.02,0.97,52.24,Drip,Groundwater,No,29.15,Low,synthetic_extension
Sugarcane,Clay,Flowering,Kharif,Central,46.53,20.74,86.69,700.61,3.03,115.66,Sprinkler,River,Yes,66.3,Low,synthetic_extension
Groundnut,Loamy,Flowering,Kharif,North,29.02,12.9,86.82,1653.26,11.96,89.89,Sprinkler,Rainwater,Yes,56.03,Low,synthetic_extension
Groundnut,Loamy,Harvest,Kharif,West,40.24,18.99,82.31,1935.43,1.41,95.47,Drip,River,Yes,19.79,Low,synthetic_extension
Other,Peaty,Vegetative,Rabi,West,57.54,33.09,46.97,1296.16,5.76,49.85,Sprinkler,Rainwater,No,24.74,Medium,synthetic_extension
Cotton,Red,Flowering,Zaid,West,15.14,13.0,70.84,1482.69,11.53,99.93,Sprinkler,Rainwater,No,97.55,Medium,synthetic_extension
Sugarcane,Clay,Flowering,Zaid,South,53.76,15.82,72.99,342.21,13.75,111.74,Canal,Groundwater,No,80.07,Medium,synthetic_extension
Rice,Red,Vegetative,Zaid,Central,21.68,31.53,91.61,977.53,7.99,40.37,Canal,Rainwater,No,36.11,Medium,synthetic_extension
Rice,Loamy,Vegetative,Zaid,South,29.65,14.77,73.15,1823.56,14.68,55.47,Canal,Rainwater,Yes,27.66,Low,synthetic_extension
Cotton,Silty,Flowering,Zaid,Central,26.72,15.11,29.96,996.61,6.23,80.28,Sprinkler,River,Yes,58.6,Low,synthetic_extension
Other,Clay,Vegetative,Zaid,West,39.36,32.74,29.7,2389.53,7.41,81.14,Sprinkler,Rainwater,No,60.55,Medium,synthetic_extension
Maize,Clay,Vegetative,Kharif,South,37.69,38.83,81.75,1486.09,5.16,109.84,Sprinkler,Groundwater,Yes,72.76,Low,synthetic_extension
Other,Loamy,Sowing,Zaid,South,30.96,22.12,88.59,849.3,7.0,24.25,Sprinkler,Rainwater,No,9.28,Low,synthetic_extension
Rice,Silty,Sowing,Zaid,South,40.86,31.43,92.46,1134.82,5.68,77.11,Rainfed,River,Yes,41.59,Low,synthetic_extension
Rice,Black,Harvest,Rabi,North,47.92,31.98,77.68,540.98,0.54,27.3,Drip,River,No,15.92,Low,synthetic_extension
Coconut,Silty,Flowering,Rabi,West,27.66,12.27,65.99,937.6,8.58,54.68,Rainfed,Reservoir,No,36.66,Low,synthetic_extension
Rice,Red,Flowering,Rabi,South,25.62,29.36,94.25,1312.25,3.74,31.29,Drip,Rainwater,No,26.41,Low,synthetic_extension
Rice,Alluvial,Flowering,Kharif,North,39.47,35.71,84.4,1995.82,1.55,2.82,Canal,Rainwater,Yes,2.93,Low,synthetic_extension
Cotton,Alluvial,Harvest,Rabi,Central,35.29,17.76,88.49,1152.11,14.36,101.3,Canal,Groundwater,Yes,33.18,Low,synthetic_extension
Other,Red,Harvest,Zaid,East,29.94,30.91,78.64,980.56,2.31,67.2,Canal,Groundwater,Yes,27.36,Low,synthetic_extension
Vegetables,Black,Vegetative,Kharif,West,40.67,38.76,55.01,617.1,3.67,67.5,Rainfed,Groundwater,No,50.21,Medium,synthetic_extension
Rice,Black,Flowering,Kharif,Central,36.17,35.36,47.15,848.26,5.37,64.0,Canal,Reservoir,Yes,58.21,Medium,synthetic_extension
Coconut,Sandy,Sowing,Rabi,North,8.49,18.97,71.14,1605.06,14.14,11.97,Sprinkler,Reservoir,Yes,2.01,Low,synthetic_extension
Coconut,Black,Vegetative,Zaid,East,41.41,33.85,88.55,364.12,13.39,69.42,Canal,Rainwater,Yes,54.98,Medium,synthetic_extension
Coconut,Clay,Sowing,Rabi,West,42.45,21.81,62.8,2499.58,6.88,117.3,Rainfed,Rainwater,No,56.95,Low,synthetic_extension
Other,Chalky,Harvest,Zaid,West,10.94,16.45,32.72,713.35,3.95,108.69,Drip,Reservoir,No,48.11,Medium,synthetic_extension
Sugarcane,Silty,Harvest,Kharif,East,36.32,29.49,71.09,282.95,12.63,21.91,Drip,Groundwater,Yes,15.01,Low,synthetic_extension
Other,Alluvial,Sowing,Rabi,South,43.02,28.99,58.53,888.99,3.53,112.16,Drip,Reservoir,No,54.36,Low,synthetic_extension
Sugarcane,Chalky,Flowering,Kharif,East,19.56,31.0,60.85,693.35,10.08,85.93,Drip,Rainwater,Yes,101.61,Medium,synthetic_extension
Coconut,Black,Vegetative,Rabi,North,48.45,18.6,40.02,1602.39,6.9,23.13,Rainfed,Groundwater,No,11.65,Low,synthetic_extension
Groundnut,Peaty,Flowering,Kharif,North,58.23,17.89,84.34,1877.15,1.53,48.64,Canal,River,No,33.27,Medium,synthetic_extension
Coconut,Black,Flowering,Kharif,South,49.61,14.86,39.55,1694.35,13.39,39.86,Canal,Groundwater,Yes,19.48,Low,synthetic_extension
Groundnut,Loamy,Flowering,Kharif,South,34.88,30.42,64.71,673.72,8.44,36.72,Sprinkler,River,No,36.68,Medium,synthetic_extension
Groundnut,Clay,Harvest,Zaid,West,40.04,15.92,25.07,420.3,7.58,80.44,Drip,Rainwater,Yes,21.16,Low,synthetic_extension
Groundnut,Loamy,Flowering,Kharif,North,31.13,38.7,87.71,971.02,5.29,10.71,Rainfed,Groundwater,Yes,9.8,Low,synthetic_extension
Coconut,Chalky,Harvest,Zaid,North,11.2,23.74,81.67,2294.7,5.0,59.84,Drip,River,No,26.53,Low,synthetic_extension
Vegetables,Black,Flowering,Kharif,South,46.24,23.36,80.34,2389.96,10.35,97.44,Sprinkler,Reservoir,Yes,59.99,Low,synthetic_extension
Wheat,Sandy,Sowing,Zaid,West,16.03,41.69,60.85,767.38,1.66,24.74,Rainfed,Rainwater,Yes,26.63,Medium,synthetic_extension
Coconut,Black,Sowing,Zaid,West,37.38,30.12,55.13,1893.67,8.24,77.91,Sprinkler,Reservoir,Yes,47.32,Low,synthetic_extension
Maize,Sandy,Flowering,Kharif,South,12.56,30.06,48.44,803.69,12.95,38.82,Sprinkler,River,No,46.12,Medium,synthetic_extension
Sugarcane,Peaty,Flowering,Kharif,North,60.74,38.7,87.71,971.02,5.29,10.71,Rainfed,Groundwater,Yes,6.98,Low,synthetic_extension
Maize,Chalky,Harvest,Rabi,Central,13.07,26.3,90.09,705.3,7.13,12.17,Canal,Reservoir,Yes,6.94,Low,synthetic_extension
Other,Clay,Harvest,Rabi,North,40.64,40.13,41.66,1424.5,14.06,50.82,Canal,Rainwater,No,17.17,Low,synthetic_extension
Coconut,Alluvial,Sowing,Kharif,East,28.23,31.36,28.39,702.37,1.44,102.95,Canal,Groundwater,No,62.51,Low,synthetic_extension
Coconut,Silty,Sowing,Zaid,North,28.4,32.71,46.46,982.39,8.36,76.2,Drip,Groundwater,No,49.42,Low,synthetic_extension
Maize,Clay,Harvest,Zaid,East,48.91,34.77,55.85,770.89,13.97,94.92,Canal,Rainwater,Yes,35.11,Low,synthetic_extension
Coconut,Chalky,Flowering,Zaid,East,10.8,13.54,93.69,1419.36,9.77,4.89,Drip,Groundwater,No,2.33,Medium,synthetic_extension
Cotton,Clay,Sowing,Zaid,West,37.13,31.43,46.43,1077.08,6.74,19.07,Sprinkler,Groundwater,No,14.04,Low,synthetic_extension
Vegetables,Loamy,Harvest,Zaid,North,44.62,33.09,84.01,2390.78,0.55,18.82,Canal,River,Yes,7.5,Low,synthetic_extension
Groundnut,Clay,Harvest,Kharif,East,41.9,18.49,36.63,2357.18,8.71,21.62,Sprinkler,Reservoir,Yes,6.13,Low,synthetic_extension
Sugarcane,Black,Harvest,Rabi,West,47.12,26.3,81.33,1993.46,9.11,16.53,Rainfed,Groundwater,No,4.74,Low,synthetic_extension
Sugarcane,Red,Sowing,Rabi,West,24.61,34.41,53.97,2086.06,14.03,9.43,Canal,Groundwater,Yes,2.29,Medium,synthetic_extension
Rice,Sandy,Flowering,Zaid,West,11.33,18.48,89.11,145.78,3.55,79.59,Drip,River,Yes,104.21,Medium,synthetic_extension
Wheat,Clay,Vegetative,Zaid,South,39.23,35.48,73.91,1213.45,11.22,86.9,Canal,Reservoir,Yes,60.4,Medium,synthetic_extension
Cotton,Loamy,Flowering,Rabi,Central,33.01,26.6,37.37,1348.72,2.27,95.55,Drip,Groundwater,No,68.97,Low,synthetic_extension
Maize,Chalky,Harvest,Zaid,South,12.77,35.73,59.82,70.98,1.93,11.73,Sprinkler,Groundwater,Yes,21.24,Medium,synthetic_extension
Wheat,Peaty,Flowering,Kharif,East,49.68,34.91,73.27,7.63,13.34,95.81,Canal,Reservoir,No,131.01,High,synthetic_extension
Cotton,Chalky,Harvest,Zaid,East,17.29,16.94,27.71,2251.49,14.32,27.49,Rainfed,Reservoir,No,13.57,Medium,synthetic_extension
Groundnut,Black,Sowing,Zaid,South,37.17,26.47,45.31,2426.0,12.0,7.34,Sprinkler,River,Yes,0.93,Low,synthetic_extension
Sugarcane,Black,Vegetative,Rabi,West,37.58,20.14,52.46,246.55,11.13,85.4,Rainfed,Groundwater,No,89.74,Medium,synthetic_extension
Cotton,Peaty,Vegetative,Zaid,East,56.47,19.2,42.24,815.48,0.43,15.73,Rainfed,Rainwater,No,10.56,Medium,synthetic_extension
Cotton,Red,Sowing,Kharif,North,21.74,25.98,32.19,1849.3,11.88,115.22,Canal,Rainwater,No,89.06,Medium,synthetic_extension
Maize,Silty,Flowering,Rabi,North,37.24,24.31,77.97,613.38,8.76,56.83,Drip,Groundwater,Yes,45.12,Low,synthetic_extension
Cotton,Sandy,Harvest,Zaid,East,8.46,14.12,36.47,1436.93,5.3,46.73,Sprinkler,Rainwater,Yes,20.8,Low,synthetic_extension
Vegetables,Black,Harvest,Zaid,North,49.1,25.89,69.91,1774.93,6.39,64.87,Rainfed,Reservoir,No,19.67,Low,synthetic_extension
Sugarcane,Clay,Vegetative,Kharif,North,51.25,41.77,80.16,416.44,7.18,23.47,Drip,Reservoir,Yes,16.57,Low,synthetic_extension
Cotton,Loamy,Harvest,Rabi,South,35.48,13.65,46.19,1626.99,1.28,15.9,Canal,River,Yes,5.33,Low,synthetic_extension
Cotton,Alluvial,Sowing,Rabi,South,41.82,14.39,32.78,856.88,7.4,21.74,Canal,Rainwater,No,11.08,Low,synthetic_extension
Wheat,Peaty,Harvest,Zaid,South,52.99,35.46,91.92,1331.78,10.39,39.25,Rainfed,Rainwater,No,13.89,Low,synthetic_extension
Vegetables,Clay,Flowering,Zaid,Central,31.97,31.08,33.56,2418.8,11.83,47.67,Rainfed,Groundwater,No,49.01,Medium,synthetic_extension
Sugarcane,Clay,Vegetative,Kharif,North,39.44,34.04,84.05,2171.45,0.74,6.82,Rainfed,River,Yes,4.88,Low,synthetic_extension
Sugarcane,Clay,Sowing,Zaid,South,41.16,39.4,76.6,2243.29,3.74,104.21,Rainfed,Groundwater,No,59.42,Low,synthetic_extension
Coconut,Peaty,Sowing,Zaid,Central,62.31,29.3,64.69,2144.18,1.0,16.97,Drip,Rainwater,No,6.66,Low,synthetic_extension
Other,Sandy,Vegetative,Zaid,South,13.69,25.32,31.11,509.07,6.92,97.87,Sprinkler,Reservoir,Yes,71.47,Medium,synthetic_extension
Vegetables,Sandy,Harvest,Zaid,South,13.36,35.66,71.11,464.24,0.46,112.1,Canal,Groundwater,Yes,73.21,Medium,synthetic_extension
Other,Clay,Sowing,Rabi,East,52.2,40.78,85.31,333.16,11.23,79.73,Sprinkler,Reservoir,Yes,51.79,Low,synthetic_extension
Coconut,Chalky,Sowing,Zaid,East,13.01,31.93,74.48,1714.38,8.21,2.54,Sprinkler,Reservoir,Yes,0.0,Low,synthetic_extension
Maize,Silty,Flowering,Zaid,North,37.85,13.94,47.4,2033.77,13.82,85.21,Rainfed,Rainwater,No,61.84,Medium,synthetic_extension
Vegetables,Peaty,Harvest,Kharif,South,51.53,31.86,70.39,880.48,7.64,2.02,Rainfed,River,No,2.12,Low,synthetic_extension
Sugarcane,Alluvial,Sowing,Kharif,South,44.03,40.15,34.13,1366.17,7.22,32.94,Sprinkler,Rainwater,No,24.12,Low,synthetic_extension
Maize,Loamy,Flowering,Rabi,South,28.79,38.19,73.11,1292.55,1.45,95.26,Canal,River,Yes,78.69,Low,synthetic_extension
Maize,Peaty,Vegetative,Zaid,Central,59.48,17.51,73.15,704.61,9.34,77.18,Rainfed,Rainwater,Yes,36.01,Low,synthetic_extension
Other,Black,Harvest,Kharif,West,46.0,18.99,82.31,1935.43,1.41,95.47,Drip,River,Yes,23.22,Low,synthetic_extension
Coconut,Red,Vegetative,Zaid,East,29.68,23.42,89.7,2080.67,14.18,29.8,Rainfed,Reservoir,No,23.81,Medium,synthetic_extension
Maize,Loamy,Harvest,Kharif,Central,44.88,41.86,48.23,2235.55,3.41,94.35,Canal,River,Yes,43.33,Low,synthetic_extension
Groundnut,Peaty,Harvest,Rabi,East,60.87,16.05,80.15,1253.55,14.9,74.85,Canal,Reservoir,No,21.99,Low,synthetic_extension
Wheat,Chalky,Sowing,Rabi,West,11.24,17.83,47.66,256.67,13.61,33.23,Canal,Reservoir,Yes,32.43,Medium,synthetic_extension
Coconut,Silty,Flowering,Zaid,Central,34.38,35.59,53.62,1212.23,2.78,99.93,Canal,Groundwater,No,87.07,Medium,synthetic_extension
Maize,Clay,Vegetative,Rabi,West,51.36,38.26,87.7,1038.5,13.84,11.04,Rainfed,Reservoir,Yes,11.74,Medium,synthetic_extension
Maize,Peaty,Harvest,Kharif,East,57.77,36.66,70.53,2268.78,5.48,19.58,Drip,River,Yes,5.69,Low,synthetic_extension
Vegetables,Peaty,Sowing,Rabi,West,62.58,22.78,58.24,1200.88,4.11,24.57,Rainfed,Rainwater,No,8.62,Low,synthetic_extension
Groundnut,Black,Sowing,Rabi,Central,50.99,21.18,83.91,2115.66,6.83,25.99,Rainfed,River,Yes,8.73,Low,synthetic_extension
Rice,Red,Harvest,Rabi,West,19.69,35.86,88.78,1873.56,4.78,60.85,Drip,River,Yes,36.93,Medium,synthetic_extension
Sugarcane,Sandy,Harvest,Rabi,West,11.32,30.85,91.91,1477.76,13.58,30.38,Canal,Rainwater,Yes,19.05,Low,synthetic_extension
Wheat,Clay,Harvest,Kharif,Central,38.06,18.59,87.01,1807.24,12.23,47.73,Drip,River,No,20.28,Low,synthetic_extension
Vegetables,Chalky,Harvest,Kharif,South,18.35,37.27,39.85,1391.25,14.06,112.93,Sprinkler,Groundwater,Yes,68.42,Medium,synthetic_extension
Rice,Black,Vegetative,Kharif,North,44.62,27.06,64.52,600.59,1.02,109.56,Sprinkler,Groundwater,Yes,52.88,Low,synthetic_extension
Wheat,Sandy,Sowing,Zaid,East,8.75,32.34,69.7,1224.81,4.43,102.17,Rainfed,Rainwater,Yes,78.63,Low,synthetic_extension
Groundnut,Alluvial,Harvest,Kharif,East,39.85,22.71,43.52,829.26,14.11,0.19,Sprinkler,Rainwater,Yes,0.0,Low,synthetic_extension
Vegetables,Clay,Vegetative,Kharif,North,31.12,23.5,88.96,893.8,1.95,73.29,Drip,Reservoir,No,43.88,Low,synthetic_extension
Maize,Clay,Sowing,Rabi,West,40.23,13.82,77.64,1065.22,5.45,22.97,Rainfed,River,No,8.43,Low,synthetic_extension
Coconut,Sandy,Flowering,Kharif,East,15.86,33.64,53.33,517.94,2.1,69.22,Sprinkler,Rainwater,No,78.53,Medium,synthetic_extension
Other,Black,Harvest,Zaid,North,45.06,20.16,36.18,768.73,3.31,113.52,Rainfed,Rainwater,Yes,35.18,Low,synthetic_extension
Wheat,Silty,Vegetative,Zaid,East,27.78,19.64,73.16,797.62,9.33,103.96,Canal,River,Yes,63.05,Low,synthetic_extension
Other,Loamy,Vegetative,Kharif,West,39.96,37.32,35.99,2020.79,4.06,41.86,Drip,Reservoir,Yes,20.15,Low,synthetic_extension
Groundnut,Silty,Harvest,Rabi,West,41.99,40.28,68.94,2481.95,10.39,35.54,Drip,Rainwater,No,11.56,Low,synthetic_extension
Groundnut,Silty,Flowering,Kharif,Central,38.96,32.07,64.68,550.9,1.66,91.68,Canal,Reservoir,No,79.24,Medium,synthetic_extension
Rice,Black,Sowing,Zaid,Central,54.02,39.34,35.68,653.59,12.91,60.12,Canal,Groundwater,No,33.6,Low,synthetic_extension
Groundnut,Red,Harvest,Rabi,South,18.86,28.87,60.28,510.29,7.99,31.26,Drip,Groundwater,No,16.77,Medium,synthetic_extension
Vegetables,Peaty,Harvest,Rabi,West,48.21,24.25,83.54,1766.05,13.22,115.75,Canal,Groundwater,No,45.24,Low,synthetic_extension
Groundnut,Peaty,Sowing,Rabi,Central,46.35,24.58,84.4,2411.38,12.29,88.86,Canal,Rainwater,Yes,39.14,Low,synthetic_extension
Rice,Sandy,Vegetative,Zaid,Central,20.27,24.7,66.83,1239.78,10.78,104.52,Canal,Rainwater,Yes,83.99,Medium,synthetic_extension
Maize,Chalky,Harvest,Kharif,East,11.95,35.78,88.04,1813.88,8.9,51.66,Rainfed,Rainwater,Yes,32.14,Medium,synthetic_extension
Other,Black,Flowering,Rabi,West,53.76,12.89,65.69,1211.42,8.68,102.06,Rainfed,Reservoir,Yes,53.04,Low,synthetic_extension
Vegetables,Loamy,Sowing,Rabi,Central,36.97,36.25,40.12,1324.98,11.32,3.44,Drip,Rainwater,No,0.0,Low,synthetic_extension
Wheat,Silty,Flowering,Kharif,North,41.08,27.77,61.74,1342.69,14.38,62.28,Rainfed,Groundwater,Yes,47.02,Low,synthetic_extension
Other,Alluvial,Flowering,Kharif,East,33.69,15.16,45.39,2019.22,2.71,117.46,Sprinkler,Reservoir,No,80.04,Low,synthetic_extension
Other,Peaty,Flowering,Zaid,East,59.7,36.36,30.98,2030.42,5.84,106.04,Rainfed,River,No,68.58,Medium,synthetic_extension
Wheat,Silty,Harvest,Rabi,West,33.87,15.98,73.82,990.27,10.7,63.28,Rainfed,River,No,19.23,Low,synthetic_extension
Coconut,Loamy,Sowing,Kharif,Central,35.78,28.11,58.34,1064.95,14.59,119.56,Rainfed,Reservoir,No,66.57,Low,synthetic_extension
Cotton,Loamy,Sowing,Rabi,West,40.47,37.49,86.13,2433.33,7.98,44.25,Rainfed,River,No,24.37,Low,synthetic_extension
Groundnut,Clay,Flowering,Zaid,West,35.95,14.71,92.77,1292.0,0.99,6.46,Rainfed,Rainwater,Yes,7.94,Low,synthetic_extension
Maize,Alluvial,Flowering,Zaid,South,42.69,14.4,71.91,770.36,10.75,13.01,Sprinkler,Reservoir,No,11.41,Low,synthetic_extension
Coconut,Black,Vegetative,Zaid,North,49.33,21.53,49.76,2080.46,4.33,111.32,Canal,River,No,52.47,Low,synthetic_extension
Other,Black,Flowering,Zaid,East,49.93,36.36,30.98,2030.42,5.84,106.04,Rainfed,River,No,77.3,Medium,synthetic_extension
Coconut,Alluvial,Vegetative,Rabi,Central,29.76,23.82,39.82,2298.72,13.15,83.83,Rainfed,Rainwater,Yes,51.46,Low,synthetic_extension
